Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
B5234,Lincoln street road over road,Bridge,Bridge,11/18/2019,TR00901,14.66,City of Cape Town (LMB),6/30/2022,12/9/2019,13127309,22446108,25717360,502890,12087157,47800,42.7,12.6,8.4,,,,,,,,,,,,,1,0.53,47
B5236,Durban Road Interchange No.1,Bridge,Bridge,11/20/2019,TR00901,16.16,City of Cape Town (LMB),6/30/2022,11/20/2019,27218960,49956357,51474860,62720,24193184,47800,64.1,16.8,8,,,,,,,,,,,,,1,0.53,47
B5237,Durban Road Interchange No.2,Bridge,Bridge,11/20/2019,TR00901,16.25,City of Cape Town (LMB),6/30/2022,11/20/2019,18157630,33972308,34277380,9380,16110366,31880,64,16.8,6.2,,,,,,,,,,,,,1,0.53,47
B5245,EGGAS RIVER,Bridge,Bridge,11/13/2019,MR00337,27.64,Hessequa,6/30/2022,11/13/2019,2375213,5594293,6434659,1163850,2895596,31880,17.4,11.6,0,,,,,,,,,,,,,1,0.55,45
B5246,BREEDE RIVER AT WYZERSDRIFT,Bridge,Bridge,10/30/2019,MR00299+,4.29,Breede Vallei,6/30/2022,10/30/2019,90075655,133367511,158130800,58900,67996245,31880,379.8,13.06,3.6,,,,,,,,,,,,,1,0.57,43
B5271,GROOT RIVER CAUSEWAY NO 1,Bridge,Bridge,11/12/2019,DR01487+,71.82,Witzenberg,6/30/2022,11/12/2019,3785522,6670182,6822320,103200,2933598,31880,42.8,5,2.2,,,,,,,,,,,,,1,0.57,43
B5271A,GROOT RIVER CAUSEWAY NO 2,Bridge,Bridge,11/12/2019,DR01487+,71.95,Witzenberg,6/30/2022,11/12/2019,8795054,15085832,15429920,0,6634866,31880,96.8,5,4.2,,,,,,,,,,,,,1,0.57,43
B5295,BRIDGE OVER THE KUILS RIVER,Bridge,Bridge,1/1/2000,MR00187,0.38,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B5299,Stellenbosch Arterial Interchange No.1,Bridge,Bridge,10/31/2019,MR00177,13.71,City of Cape Town (LMB),6/30/2022,10/31/2019,17254437,31078167,32682900,67500,15360961,31880,59.5,17.23,6.5,,,,,,,,,,,,,1,0.53,47
B5299A,Stellenbosch Arterial Interchange No.2,Bridge,Bridge,10/31/2019,MR00177,13.72,City of Cape Town (LMB),6/30/2022,10/31/2019,17312457,32166508,32682900,9480,15360961,31880,59.5,17.23,6.5,,,,,,,,,,,,,1,0.53,47
B5301,Road over Rail at Glentana,Bridge,Bridge,11/8/2019,MR00348,14.26,George,6/30/2022,11/8/2019,2847802,5847791,6049230,358290,2843138,31880,13.75,13.8,6.3,,,,,,,,,,,,,1,0.53,47
B5313,MR00358+,Bridge,Bridge,11/6/2019,MR00358+,15.91,Oudtshoorn,6/30/2022,11/6/2019,3139132,5125805,5990890,36040,2815718,31880,16.2,11.6,5.52,,,,,,,,,,,,,1,0.53,47
B5317,DIEP RIVER AT DE GRENDAL,Bridge,Bridge,11/6/2019,DR01139,0.22,Swartland,6/30/2022,11/6/2019,5355375,9627426,10245210,177040,4712797,31880,27.8,11.56,3.5,,,,,,,,,,,,,1,0.54,46
B5321,Lamloch Stream Culvert,Bridge,Bridge,11/5/2019,TR02701+,7.12,Overstrand,6/30/2022,11/5/2019,2242997,4173244,4232070,0,1989073,31880,9,14.75,2.7,,,,,,,,,,,,,1,0.53,47
B5322,HUIS RIVER NO 1,Bridge,Bridge,11/19/2019,DR01711,3.36,Kannaland,6/30/2022,11/19/2019,5498402,8674452,10042200,125230,4418568,31880,31.5,10,4.5,,,,,,,,,,,,,1,0.56,44
B5325,Parrow west Road over Road and Rail,Bridge,Bridge,11/19/2019,TR00901,9.51,City of Cape Town (LMB),6/30/2022,11/19/2019,80715614,111356664,159468200,3802550,74950060,31880,157.3,31.8,7.3,,,,,,,,,,,,,1,0.53,47
B5336,KLEINSWARTBERG RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5337,BUFFELS RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5338,BUFFELS RIVER NO 2,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5339,BUFFELS RIVER NO 3,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5340,BUFFELS RIVER NO 4,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5341,BUFFELS RIVER NO 5,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5342,POORT RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5343,VEELANDSLAAGTE RIVER,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.55,45
B5349,BRANDVLEI CANAL 2,Bridge,Bridge,11/26/2019,MR00298+,8.26,Breede Vallei,6/30/2022,11/26/2019,5674760,10332436,10332440,8080,4649596,31880,25.4,12.76,0,,,,,,,,,,,,,1,0.55,45
B5350,NUY RIVER BRIDGE,Bridge,Bridge,11/1/2019,TR03002,37.85,Breede Vallei,6/30/2022,11/1/2019,15472409,25854513,28194670,880500,11841763,31880,66,13.4,6.15,,,,,,,,,,,,,1,0.58,42
B5351,HEX RIVER CHANNEL NO 2,Bridge,Bridge,7/31/2002,TR03002,43.67,Breede Vallei,6/30/2022,7/31/2002,1,3460076,4579243,9299385,1923282,31880,10.8,13.3,0,,,,,,,,,,,,,1,0.58,42
B5351,HEX RIVER CHANNEL NO 2,Bridge,Bridge,11/1/2019,TR03002+,43.67,Breede Vallei,6/30/2022,11/1/2019,2359052,3145699,4475952,237000,1879900,31880,10.8,13,2.1,,,,,,,,,,,,,1,0.58,42
B5351A,HEX RIVER CHANNEL NO 3,Bridge,Bridge,11/1/2019,TR03002+,43.72,Langeberg,6/30/2022,11/1/2019,4299528,7373684,8951904,534500,4117876,31880,21.6,13,2.1,,,,,,,,,,,,,1,0.54,46
B5351B,HEX RIVER CHANNEL NO 4,Bridge,Bridge,11/1/2019,TR03002+,43.8,Breede Vallei,6/30/2022,11/1/2019,6946151,11973296,13179190,697780,5535261,31880,31.8,13,4.5,,,,,,,,,,,,,1,0.58,42
B5351C,HEX RIVER CHANNEL NO 5,Bridge,Bridge,11/1/2019,TR03002+,43.89,Breede Vallei,6/30/2022,11/1/2019,9837233,14600125,17489370,306600,7345535,31880,42.2,13,5.7,,,,,,,,,,,,,1,0.58,42
B5359,KLEIN SWARTBERG RIVER,Bridge,Bridge,11/19/2019,TR08302,6.73,Kannaland,6/30/2022,12/2/2019,8979678,14581736,15753820,0,6774143,31880,42.6,11.6,3.82,,,,,,,,,,,,,1,0.57,43
B5360,ROAD OVER RAIL NEAR WINKELPLAAS,Bridge,Bridge,1/1/2000,TR08302,0,,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B5370,ROAD OVER RAIL NEAR SALCOR,Bridge,Bridge,11/14/2019,TR08501,4.89,Saldanha Bay,6/30/2022,11/14/2019,14205390,25398143,26836580,18000,12613194,31880,61,13.8,6.1,,,,,,,,,,,,,1,0.53,47
B5377,CELLULAR BRIDGE OVER LANGTOU RIVER (ARMCO),Bridge,Bridge Cellular,11/5/2019,MR00337,48.4,Mossel Bay,6/30/2022,11/5/2019,23904654,36682138,39485620,33500,15547462,31080,,,,,60.7,20.93,3.5,,,,,,,,,,0.61,45
B5388,BRANDVLEI CANAL 1,Bridge,Bridge,11/26/2019,MR00298+,8.94,Breede Vallei,6/30/2022,11/26/2019,5062224,8542567,9462303,47420,4352659,31880,22.15,13.4,6.2,,,,,,,,,,,,,1,0.54,46
B5398,GOURITS RIVER (DIE POORT BRIDGE),Bridge,Bridge,11/13/2019,MR00337,33.37,Mossel Bay,6/30/2022,11/13/2019,33256507,56026800,62127740,1535030,27336207,31880,168,11.6,7.4,,,,,,,,,,,,,1,0.56,44
B5400,HUIS RIVER NO 2,Bridge,Bridge,11/19/2019,DR01711,3.96,Kannaland,6/30/2022,11/19/2019,1812148,2719762,3347400,95870,1439382,31880,10.5,10,5,,,,,,,,,,,,,1,0.57,43
B5402,Bloemendal River,Bridge,Bridge,11/15/2019,TR03402+,36.41,Prince Albert,6/30/2022,11/15/2019,3361206,5525819,6101832,55820,2684806,31880,16.5,11.6,4.5,,,,,,,,,,,,,1,0.56,44
B5403,Groot River Bridge,Bridge,Bridge,11/15/2019,TR03402+,36.97,Prince Albert,6/30/2022,11/15/2019,10190953,16493252,18305500,243180,7871363,31880,49.5,11.6,6.9,,,,,,,,,,,,,1,0.57,43
B5425,BRIDGE OVER LEEURIVIER,Bridge,Bridge,12/11/2019,TR03201+,33.13,Swellendam,6/30/2022,11/15/2019,4702243,8697107,8895476,12360,4180873,31880,21.3,13.1,3.5,,,,,,,,,,,,,1,0.53,47
B5436,BRIDGE OVER KLIPRIVIER,Bridge,Bridge,12/11/2019,TR03201+,42.62,Swellendam,6/30/2022,11/15/2019,5427403,10092668,10252610,6480,4818725,31880,24,13.4,3.2,,,,,,,,,,,,,1,0.53,47
B5456,ROOI RIVER,Bridge,Bridge,11/22/2019,TR08801,30.16,George,6/30/2022,11/22/2019,3272969,5582169,5893337,27300,2593068,31880,15.8,11.7,4.31,,,,,,,,,,,,,1,0.56,44
B5475,DORING RIVER NO 1,Bridge,Bridge,1/1/2000,MR00319,79.69,City of Cape Town (LMB),6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B5475A,DORING RIVER NO 2,Bridge,Bridge,1/1/2000,MR00319,79.99,City of Cape Town (LMB),6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B5475B,DORING RIVER NO 3,Bridge,Bridge,1/1/2000,MR00319,80.3,City of Cape Town (LMB),6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B5485,BRIDGE OVER LANGHUIS RIVER,Bridge,Bridge,11/13/2019, MR00544,42.67,Cederberg,6/30/2022,11/13/2019,2764826,4661458,4794752,16130,2013796,31880,16,9.4,3.3,,,,,,,,,,,,,1,0.58,42
B5490,GROOT RIVER,Bridge,Bridge,11/19/2019,TR08302,15.56,Kannaland,6/30/2022,11/19/2019,18202130,27228221,30700440,218135,12280175,31880,90,10.7,5.99,,,,,,,,,,,,,1,0.6,40
B5498,BRIDGE OVER KORINGLANDSRIVIER,Bridge,Bridge,12/11/2019,TR03201+,44.67,Swellendam,6/30/2022,11/16/2019,4848085,8182346,8416320,33380,3534855,31880,15,17.6,5,,,,,,,,,,,,,1,0.58,42
B5501,MODDERDAM INTERCHANGE NO2,Bridge,Bridge,11/12/2019,TR00201,10.38,City of Cape Town (LMB),6/30/2022,11/12/2019,10601698,16592437,21128790,596560,9930530,31880,52.6,12.6,7,,,,,,,,,,,,,1,0.53,47
B5503,OLIFANTS RIVER AT BARANDAS,Bridge,Bridge,11/22/2019,MR00404,0.52,George,6/30/2022,11/22/2019,19722305,42028911,42504970,0,22782663,31880,128.2,10.4,5.42,,,,,,,,,,,,,1,0.46,59
B5506,RIVIERSONDEREND NEAR GENADENDAL,Bridge,Bridge,11/4/2019,MR00277+,24.94,Theewaterskloof,6/30/2022,11/4/2019,19170732,29410275,37012680,445990,17395958,31880,107.5,10.8,5.68,,,,,,,,,,,,,1,0.53,47
B5510,SKAAP RIVER,Bridge,Bridge,11/13/2019,MR00310+,8.58,Witzenberg,6/30/2022,11/13/2019,5569306,7892483,9556221,737800,3249115,31880,27.4,10.94,0,,,,,,,,,,,,,1,0.66,34
B5527,Diep River,Bridge,Bridge,11/9/2019,MR00355,25.32,George,6/30/2022,11/9/2019,18443248,30738746,30738750,0,12295498,47800,60.1,10.7,10,,,,,,,,,,,,,1,0.6,40
B5530,ROAD OVER RAIL NEAR SOETENDAL,Bridge,Bridge,11/22/2019,DR01143,1.39,Drakenstein,6/30/2022,11/22/2019,1020488,5182092,5636384,151880,4464016,31880,17,10.4,5.63,,,,,,,,,,,,,1,0.21,123
B5531,KOMPAGNIES RIVER,Bridge,Bridge,11/22/2019,DR01143,3.51,Drakenstein,6/30/2022,11/22/2019,2194820,10670347,11256830,146600,8915408,31880,33,10.7,4.26,,,,,,,,,,,,,1,0.21,123
B5532,OPSOEK RIVER,Bridge,Bridge,11/22/2019,MR00356,25.11,Kannaland,6/30/2022,12/6/2019,4871071,7372202,8716247,97190,3747986,31880,25.6,10.68,5.04,,,,,,,,,,,,,1,0.57,43
B5533,ROAD OVER RAIL AT CALEDON,Bridge,Bridge,11/19/2019,TR02901+,1.54,Theewaterskloof,6/30/2022,11/19/2019,4131785,5070311,7214444,341170,2741489,31880,15.5,14.6,5,,,,,,,,,,,,,1,0.62,38
B5534,STEENBOKS RIVER ,Bridge,Bridge,11/20/2019,TR02901+,12.19,Theewaterskloof,6/30/2022,11/20/2019,4499141,8187237,8669247,95560,4074546,47800,16.95,10.7,9,,,,,,,,,,,,,1,0.53,47
B5535,KLEIN RIVER AT GOUDINI ,Bridge,Bridge,11/18/2019,TR02901+,22.1,Theewaterskloof,6/30/2022,11/18/2019,4406249,7290838,8476733,86420,3984064,31880,24.85,10.7,4.5,,,,,,,,,,,,,1,0.53,47
B5536,KARRINGMELKS RIVER,Bridge,Bridge,11/18/2019,TR02901+,26.41,Theewaterskloof,6/30/2022,11/18/2019,2305161,4046580,4387963,20460,2062342,31880,14.8,9.3,7.7,,,,,,,,,,,,,1,0.53,47
B5537,BRIDGE OVER KARS RIVER,Bridge,Bridge,12/4/2019,TR02901+,44.81,Cape Agulhas,6/30/2022,11/22/2019,2703393,6455037,6662920,41730,3917797,31880,19,11,2.4,,,,,,,,,,,,,1,0.41,72
B5538,BRIDGE OVER KLEIN KARS RIVER,Bridge,Bridge,12/4/2019,TR02901+,45.16,Cape Agulhas,6/30/2022,11/22/2019,3379458,7860205,8448200,101200,4967542,31880,26.5,10,3.68,,,,,,,,,,,,,1,0.41,72
B5539,BRIDGE OVER GROOT-SANDDRIFTRIVIER,Bridge,Bridge,12/8/2019,TR02901+,61.02,Cape Agulhas,6/30/2022,11/19/2019,2531540,4419702,5025245,131840,2361865,31880,14.33,11,3,,,,,,,,,,,,,1,0.53,47
B5548,OLIFANTS RIVER CANAL NO 1 AT KLAWER,Bridge,Bridge,11/11/2019,MR00547+,1.1,Matzikama,6/30/2022,11/11/2019,1712387,2926446,3098736,84880,1301469,31880,7.2,13.5,1.4,,,,,,,,,,,,,1,0.58,42
B5567,Gwaing River,Bridge,Bridge,11/18/2019,TR00209,21.81,George,6/30/2022,11/18/2019,20929003,31231773,33553690,209820,12414865,47800,64.4,10.9,8.4,,,,,,,,,,,,,1,0.63,37
B5571,RIVIERSONDEREND NO 1 AT DENNEBOS,Bridge,Bridge,11/25/2019,DR01320+,1.56,Theewaterskloof,6/30/2022,11/25/2019,5727109,9766872,10902960,51460,5124391,31880,36,9.5,4,,,,,,,,,,,,,1,0.53,47
B5572,RIVIERSONDEREND NO 2 AT SANDHOOGTE,Bridge,Bridge,11/25/2019,DR01320+,8.62,Theewaterskloof,6/30/2022,11/25/2019,9062167,15581426,17384160,151440,8170557,31880,57.4,9.5,5,,,,,,,,,,,,,1,0.53,47
B5575,GAMKA RIVER,Bridge,Bridge,11/20/2019,DR01661,50.47,Kannaland,6/30/2022,11/20/2019,30214242,40063691,46863600,247100,16402258,31880,147,10,5.97,,,,,,,,,,,,,1,0.65,35
B5576,GOURITS RIVER AT MELKHOUTFONTEIN,Bridge,Bridge,11/12/2019,DR01525,23.54,Mossel Bay,6/30/2022,11/12/2019,16192241,26608169,28082500,657260,11232999,47800,125,4.7,8,,,,,,,,,,,,,1,0.6,40
B5581,BRIDGE OVER KEISIES RIVER,Bridge,Bridge,10/31/2019,MR00295,72.58,Langeberg,6/30/2022,10/31/2019,15021654,23954530,25924820,1310980,9592182,31880,76,10.7,4.53,,,,,,,,,,,,,1,0.63,37
B5582,VANGUARD INTERCHANGE NO 02,Bridge,Bridge,11/13/2019,TR00201,8.72,City of Cape Town (LMB),6/30/2022,11/13/2019,16602924,27978448,31920650,315020,15002704,31880,60.5,16.55,6.5,,,,,,,,,,,,,1,0.53,47
B5583,"ROAD OVER RAIL AT ADAM TAS - STELLENBOSCH
",Bridge,Bridge,11/5/2019,MR00177,31.48,Stellenbosch,6/30/2022,11/5/2019,17684621,20546927,31254830,1068280,12501933,31880,36.5,26.86,5.65,,,,,,,,,,,,,1,0.6,40
B5584,"PLANKENBERG RIVER - STELLENBOSCH
",Bridge,Bridge,11/5/2019,MR00177,31.55,Stellenbosch,6/30/2022,11/5/2019,17650660,16909584,31624430,1324000,12649772,47800,23.85,27.74,8.35,,,,,,,,,,,,,1,0.6,40
B5589,Palmiet River,Bridge,Bridge - Arch,11/28/2019,TR02701+,16,Overstrand,6/30/2022,11/28/2019,32737816,45923906,48985500,82470,16165214,63750,56.5,13.6,,33.5,,,,,,,,,,,,1,0.67,33
B5591,BRIDGE OVER BUFFELS RIVER,Bridge,Bridge,11/26/2019,DR01481,6.5,Laingsburg,6/30/2022,11/26/2019,10165686,16089269,16397540,790,6231066,31880,97.6,5.27,3.02,,,,,,,,,,,,,1,0.62,38
B5601A,HEKS RIVER CAUSEWAY,Bridge,Bridge Cellular,12/12/2019,MR00539+,11.64,Cederberg,6/30/2022,11/12/2019,2864862,4663165,5019553,90400,2064291,25890,,,,,26.2,7.4,0,,,,,,,,,,0.59,47
B5604,Road over rail at km 11.39,Bridge,Bridge,11/4/2019,TR08101,11.39,City of Cape Town (LMB),6/30/2022,11/4/2019,11938321,22525132,22525130,0,10586811,31880,27.6,25.6,6.5,,,,,,,,,,,,,1,0.53,47
B5605,ROAD OVER EISHLEBEN DRIVE,Bridge,Bridge,5/20/2020,TR08101,10.66,City of Cape Town (LMB),6/30/2022,11/4/2019,1,1,0,63940,0,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B5606,Stock road overpass,Bridge,Bridge,11/4/2019,TR08101,11.82,City of Cape Town (LMB),6/30/2022,11/4/2019,35427260,64962765,67214450,196400,31590788,47800,55.8,25.2,8,,,,,,,,,,,,,1,0.53,47
B5615,BRIDGE OVER KABOUSRIVIER AT NOOITGEDACHT,Bridge,Bridge,10/30/2019,TR03201,20.36,Langeberg,6/30/2022,10/30/2019,4112695,7737391,7842480,43820,3685965,31880,20,12.3,2.4,,,,,,,,,,,,,1,0.53,47
B5627,MIDDLE RIVER,Bridge,Bridge Cellular,10/30/2019,TR03201,23.46,Langeberg,6/30/2022,10/30/2019,7245491,9625165,10489500,31600,3212409,31080,,,,,12.5,27,4.2,,,,,,,,,,0.69,35
B5642,Road over rail at km 12.61,Bridge,Bridge,11/18/2019,TR08101,12.61,City of Cape Town (LMB),6/30/2022,11/4/2019,12289973,22315833,23413950,119420,11004555,31880,60.2,12.2,7.5,,,,,,,,,,,,,1,0.53,47
B5646,Hartenbos River,Bridge,Bridge,11/6/2019,TR03302,3.66,Mossel Bay,6/30/2022,11/6/2019,18857633,28064930,30905110,1230690,10816787,31880,90.6,10.7,3,,,,,,,,,,,,,1,0.65,35
B5650,BRIDGE OVER BADS RIVER - CALEDON,Bridge,Bridge,11/19/2019,TR02901+,1.06,Theewaterskloof,6/30/2022,11/19/2019,5699551,7840223,11859360,585910,5573899,31880,20,18.6,5,,,,,,,,,,,,,1,0.53,47
B5651,BRIDGE OVER DIEP RIVER AT MILNERTON,Bridge,Bridge,11/7/2019,TR07701,8.58,City of Cape Town (LMB),6/30/2022,11/7/2019,18151457,59444175,66144620,3014820,44978347,31880,156,13.3,3.5,,,,,,,,,,,,,1,0.32,95
B5654,HEX RIVER AT DE WET,Bridge,Bridge,11/7/2019,DR01423+,0.07,Breede Vallei,6/30/2022,11/7/2019,1858371,9992544,11668080,3602290,6207419,31880,75,4.88,5.3,,,,,,,,,,,,,1,0.47,58
B5662,BREEDE RIVER,Bridge,Bridge,11/8/2019,MR00201+,0.1,Witzenberg,6/30/2022,11/8/2019,33028879,50240477,51624000,10480,18584641,47800,100,10.8,8.6,,,,,,,,,,,,,1,0.64,36
B5669,Dawidskraal River (Cascades River),Bridge,Bridge,11/26/2019,TR02701+,24.1,Overstrand,6/30/2022,11/26/2019,10272545,13140196,15888990,55300,5561147,31880,28,17.8,2.4,,,,,,,,,,,,,1,0.65,35
B5677,SLANGHOEK RIVER BRIDGE,Bridge,Bridge,10/30/2019,DR01398+,16.19,Breede Vallei,6/30/2022,10/30/2019,15054598,21403701,22553950,56550,7442804,31880,76.4,9.26,2.9,,,,,,,,,,,,,1,0.67,33
B5680,RIVIERSONDEREND TRIBUTARY AT EBENHAEZER,Bridge,Bridge,11/25/2019,MR00279+,20.73,Theewaterskloof,6/30/2022,11/25/2019,2902253,3476705,4011429,26090,1083086,31880,10.23,12.3,3.96,,,,,,,,,,,,,1,0.73,27
B5681,BRIDGE OVER KLIPHUIS RIVER,Bridge,Bridge,11/13/2019,MR00542,16.63,Cederberg,6/30/2022,11/13/2019,2132134,3331460,3331460,0,1199326,31880,11,9.5,4,,,,,,,,,,,,,1,0.64,36
B5693,BRIDGE OVER MATJIES RIVER CAUSEWAY,Bridge,Bridge,11/12/2019,  DR01487,52.1,Cederberg,6/30/2022,11/12/2019,6281191,9130340,9468360,62610,3124559,31880,33,9,2.7,,,,,,,,,,,,,1,0.67,33
B5730,BERG RIVER AT SKOENMAKERSFONTEIN,Bridge,Bridge,11/28/2019,DR01161,33.26,Drakenstein,6/30/2022,11/28/2019,4990428,6601599,8125045,47100,3087517,31880,62.62,4.07,7.28,,,,,,,,,,,,,1,0.62,38
B5731,"BERG RIVER AT OU WA
",Bridge,Bridge,12/5/2019,DR01175,10.83,Swartland,6/30/2022,12/5/2019,17505687,20634312,30013540,1102710,11405147,47800,114.58,5.48,8.11,,,,,,,,,,,,,1,0.62,38
B5734,RIVIERSONDEREND AT NETHERCOURT,Bridge,Bridge,11/11/2019,DR01279,20.46,Theewaterskloof,6/30/2022,11/11/2019,1855952,3478482,3557457,29500,1672005,31880,14.78,7.55,4.07,,,,,,,,,,,,,1,0.53,47
B5736,Brakkloof River,Bridge,Bridge,11/7/2019,TR00209,9.47,George,6/30/2022,11/7/2019,2156272,3430897,3632886,314090,1162523,31880,10.65,10.7,2.2,,,,,,,,,,,,,1,0.68,32
B5738,OLIFANTS RIVER ,Bridge,Bridge,11/20/2019,DR01681,6.19,Kannaland,6/30/2022,11/20/2019,15033788,17272201,21997200,144280,6819132,31880,75,9.2,3.94,,,,,,,,,,,,,1,0.69,31
B5739,RIET RIVER,Bridge,Bridge,11/1/2019,TR03103,21.96,Langeberg,6/30/2022,11/1/2019,2521929,3533522,3854611,60660,1272021,31880,11.3,10.7,5.8,,,,,,,,,,,,,1,0.67,33
B5740,KRUISPAD RIVER ,Bridge,Bridge Cellular,11/1/2019,TR03103,28.34,Langeberg,6/30/2022,11/1/2019,1,6782830,9745445,27085300,2643452,31080,,,,,12,26.13,4,,,,,,,,,,0.73,31
B5741,BRIDGE OVER SCHEEPERSRUS RIVER,Bridge,Bridge,11/1/2019,TR03103,30.55,Langeberg,6/30/2022,11/1/2019,3452558,4782765,5034490,21240,1560692,31880,14.1,11.2,6.7,,,,,,,,,,,,,1,0.69,31
B5743,CELLULAR BRIDGE OVER KLEIN-DORINGKLOOFRIVIER,Bridge,Bridge Cellular,12/9/2019,TR03103+,53.98,Swellendam,6/30/2022,11/18/2019,5795786,8823958,10637680,467150,4374747,25890,,,,,38.4,10.7,0.47,,,,,,,,,,0.59,47
B5744,BRIDGE OVER TRADOURIVIER TRIBUTARY,Bridge,Bridge,12/10/2019,TR03103+,57.19,Swellendam,6/30/2022,11/18/2019,1652304,3015988,3156120,20440,1483376,31880,9,11,3,,,,,,,,,,,,,1,0.53,47
B5745,BRIDGE OVER SOUTKLOOF RIVER,Bridge,Bridge,12/10/2019,TR03103+,60.77,Swellendam,6/30/2022,11/18/2019,10066984,14225393,14406920,17860,4322076,47800,27.4,11,8.6,,,,,,,,,,,,,1,0.7,30
B5746,BRIDGE OVER HUISRIVIER,Bridge,Bridge,12/10/2019,TR06501+,32.53,Swellendam,6/30/2022,11/18/2019,2954171,4421630,4509107,21840,1533096,31880,13.6,10.4,6.4,,,,,,,,,,,,,1,0.66,34
B5750,BRIDGE OVER BIEDOURIVIER,Bridge,Bridge Cellular,12/12/2019,DR02262,13.02,Cederberg,6/30/2022,11/13/2019,3505830,5041249,5954700,0,2448870,25890,,,,,25,9.2,0,,,,,,,,,,0.59,47
B5751A,CELLULAR BRIDGE OVER POORTRIVIER,Bridge,Bridge Cellular,12/6/2019,MR00262+,5.71,Cape Agulhas,6/30/2022,11/21/2019,5772223,8388360,8388360,120600,2495537,25890,,,,,20,16.2,1.3,,,,,,,,,,0.7,34
B5753,DORING RIVER NO 1 BRIDGE,Bridge,Bridge,11/1/2019,DR01375+,2.1,Breede Vallei,6/30/2022,11/1/2019,6487263,9732033,10283210,402490,3393460,31880,33.6,9.6,3.5,,,,,,,,,,,,,1,0.67,33
B5754,Moeras River near Geelhoutboom,Bridge,Bridge Cellular,11/8/2019,DR01631,1.98,George,6/30/2022,11/8/2019,25408089,27763578,31524440,47900,6068455,36260,,,,,27,32.2,6,,,,,,,,,,0.81,22
B5755,Hartenbos River,Bridge,Bridge,11/6/2019,MR00344,0.11,Mossel Bay,6/30/2022,11/6/2019,28862692,41920304,42489660,30280,13596692,31880,98,13.6,4.1,,,,,,,,,,,,,1,0.68,32
B5767,KLEINPLAAS STREAM,Bridge,Bridge,7/4/2002,TR03101,1.42,Breede Vallei,6/30/2022,7/4/2002,1273369,2896303,3121690,280,1848040,31880,7.2,13.6,1.6,,,,,,,,,,,,,1,0.41,73
B5768,BREWELSKLOOF STREAM,Bridge,Bridge,7/4/2002,TR03101,1.64,Breede Vallei,6/30/2022,7/4/2002,1335693,3057183,3275670,780,1939197,31880,7.5,13.7,1.7,,,,,,,,,,,,,1,0.41,73
B5769,HEX RIVER NO 1,Bridge,Bridge,7/4/2002,TR03101,1.97,Breede Vallei,6/30/2022,7/4/2002,2456060,5257185,6069952,20480,3593412,31880,14,13.6,2.3,,,,,,,,,,,,,1,0.41,73
B5770,HEX RIVER NO 2,Bridge,Bridge,7/4/2002,TR03101,2.21,Breede Vallei,6/30/2022,7/4/2002,1,15965379,20436990,19757920,12098700,31880,48.2,13.3,2.8,,,,,,,,,,,,,1,0.41,73
B5771,HEX RIVER NO 3,Bridge,Bridge,7/4/2002,TR03101,2.35,Breede Vallei,6/30/2022,7/4/2002,4743653,9127308,11683700,23297,6916751,31880,27.35,13.4,5.4,,,,,,,,,,,,,1,0.41,73
